2026-08-30,322,Portfolio,XAU/USD,exness,cfd,5m,published_edge_to_cost_range_recomputed_from_measured_arms,finance_research_docker_measured_deployed_cost_arms_700d_900d,,,,,,,,,,,,,,,,,no_but_gross_edge_positive_robust_250_to_900,n/a,n/a,"WHAT THIS DOES TO THE PUBLISHED RANGE. r319 and r321 quoted 26-59% (a 41-74% cut) FROM ONE MEASURED POINT AND FOUR ESTIMATES. THE THREE MEASURED POINTS ARE 30.1%, 43.7% AND 24.3%, needing a 56-76% COST CUT. The 59.1% figure at 500 days is STILL AN ESTIMATE and, given the 700-day error ran in the OPTIMISTIC direction, should be treated as UNVERIFIED rather than as the top of a range. THE DIRECTION IS UNCHANGED: THE EDGE COVERS COST AT NO WINDOW MEASURED. What changes is that THE OPTIMISTIC END OF THE PUBLISHED RANGE RESTS ON ESTIMATES NOW SHOWN CAPABLE OF A 32% ERROR. A 'RATIO RECOMPUTED FROM MEASURED ARMS' banner has been added to r319 and r321. NOT claimed that the correct ratio is 24-44% - three measured points on ONE route, and r300-r312 mean NONE of them is a window-independent property. NOT claimed that 500 days is 59.1% - that point remains an estimate and is NOW THE LEAST TRUSTED OF THE FIVE. NOT claimed any change to the profitability conclusion, or any PF, win rate, Sharpe, Sortino, drawdown, streak or SQN - unchanged since r313. NOT claimed the exness XAU SIGN result is affected: r321's TEN-OF-TEN positive zero-cost values are UNTOUCHED by this - THE DEFECT IS IN THE RATIO, NOT IN THE ZERO-COST MEASUREMENTS."
2026-08-30,323,Portfolio,XAU/USD,exness,cfd,5m,the_missing_path_is_the_cost_gate_my_r322_framing_was_wrong,existing_r321_r322_json_reports_counter_differencing_zero_containers,,,,,,,,,,,,,,,,,no_but_gross_edge_positive_robust_250_to_900,n/a,n/a,"RESOLVES THE GAP r322 NAMED. r322 found the deployed cost arm trading 4.3% / 21.1% / 43.5% less than the zero-cost arm at 360/700/900 days while execution_cost rejections ran 181 / 236 / 120 - NOT MONOTONE - and concluded 'trades are being lost through MORE than the cost gate's explicit rejections, and I HAVE NOT IDENTIFIED THE REST OF THE PATH.' Six reports were already on disk with every counter in them; this round DIFFERENCES ALL OF THEM. ZERO CONTAINERS, ZERO SSH. WHAT THE COUNTERS SHOW: (1) THE DECISION STREAM IS COST-INDEPENDENT - decision_count is IDENTICAL between arms at all three windows (66079 / 128896 / 165687), so cost changes NOTHING about how many decisions are made, only what happens afterwards. (2) THE LOSS IS UPSTREAM OF THE HOLD GUARD - the guard-free legacy_selected_rule loses MORE trades than one_target at 700 and 900 days (-150 against -136, and -389 against -311), so THE GUARD IS NOT WHAT IS REMOVING THEM. (3) execution_cost IS THE ONLY COUNTER THAT DIFFERS AT ALL - every other risk bucket is ZERO in both arms at every window. SO THE PATH WAS NEVER MISSING AND MY FRAMING WAS WRONG: cost enters the simulation in exactly TWO places - the PnL arithmetic (fees/slippage per fill, which CANNOT change a trade COUNT) and the COST GATE; under fixed_notional sizing the position size does not depend on realised PnL and the fractional protective band is set off entry price, so NEITHER is cost-sensitive. BY ELIMINATION, FOR one_target AND legacy_selected_rule THE COST GATE IS THE ONLY MECHANISM BY WHICH COST CAN CHANGE THE TRADE COUNT. r322's 'rest of the path' DOES NOT EXIST. WHAT I ACTUALLY FOUND AND MIS-DESCRIBED: guard-free trades lost 10 / 150 / 389 against rejections 181 / 236 / 120 gives TRADES LOST PER REJECTION of 0.055 / 0.636 / 3.242 - THE CONVERSION RATE RISES MONOTONICALLY WITH DEPTH, A 59x SWING, while the raw rejection count does NOT. One rejection at 360 days costs almost nothing; one at 900 days costs about THREE trades. That is arithmetically consistent with a rejection DEFERRING a target change rather than cancelling one - whether the deferral costs trades depends on whether the change ever happens later - BUT I CANNOT VERIFY THAT FROM THESE COUNTERS: it would need a per-decision trace and I am NOT proposing it as established (r312 already showed one of my mechanisms making a wrong prediction). A 'PATH IDENTIFIED' banner has been added to r322. NOT claimed WHY the conversion rate rises with depth - three points, one route, NO CANDIDATE OFFERED, r279-r284 remain the standing reason. NOT claimed this changes any profitability or ratio conclusion - r322's measured edge-to-cost points (30.1% / 43.7% / 24.3%) STAND EXACTLY AS RECORDED; this round explains WHERE the denominator's trade-selection change comes from, not what it is worth. NOT claimed anything about other routes - all six reports are exness XAU."
2026-08-30,323,Portfolio,XAU/USD,exness,cfd,5m,hold_guard_bites_less_under_cost_at_depth_and_legacy_grid_behaves_as_r299_predicted,existing_r321_r322_json_reports_counter_differencing_zero_containers,,,,,,,,,,,,,,,,,no_but_gross_edge_positive_robust_250_to_900,n/a,n/a,"A SIDE OBSERVATION ON THE HOLD GUARD. trade_reduction_fraction (the guard's bite) moves between arms: 0.1716 -> 0.1905 at 360d and 0.1502 -> 0.1642 at 700d, so THE GUARD BITES MORE UNDER COST at both; but at 900d it runs 0.1386 -> 0.0839, BITING LESS. A sensible reading is that AT DEPTH THE COST GATE HAS ALREADY REMOVED THE REVERSALS THE GUARD WOULD OTHERWISE HAVE BLOCKED, leaving it less to do. RECORDED AS AN OBSERVATION; THE INTERACTION WAS NOT TESTED DIRECTLY and one window is one observation. SEPARATELY, legacy_grid behaves inconsistently exactly as expected: +388 trades WITH cost at 360d against -1520 and -1572 at 700 and 900 days. That is EXACTLY the equity-path dependence r299 documented for its compounding rules (compounding-pct and compounding-atr), and IS NOT A NEW FINDING - it also re-confirms r299's rule that legacy_grid must never be differenced, now demonstrated WITHIN a single window across a cost change rather than across windows. NOT claimed the guard/cost-gate interaction at 900 days is CAUSAL - one window, one observation. NOT claimed any per-decision evidence was inspected - none was; every number in this round comes from counters already present in the six saved JSON reports."
2026-08-30,324,Portfolio,XAU/USD,exness,cfd,5m,first_joint_objective_evaluation_sharpe_negative_at_both_windows,finance_research_docker_daily_profit_gate_holdout_360d_and_900d,,,,,,,,,,,,,,,,,no_sharpe_negative_both_windows,n/a,pass_360d_holdout_fail_900d_holdout,"CLOSES AN ELEVEN-ROUND GAP. Every round since r313 ended with 'one_target reports PnL only (r84), so this remains a PnL-ONLY result and NOT the joint-objective evaluation the loop asks for.' The standing brief is explicit - optimise JOINTLY on profitability, decision rate and trade frequency considering PnL, PF, win rate, Sharpe/Sortino, drawdown, streak, SQN and decision rate, NEVER a single metric. --daily-profit-gate IS exactly that instrument: it evaluates the CURRENTLY-DEPLOYED Portfolio decision policy on HOLDOUT ONLY and emits a versioned scorecard; it conflicts with --portfolio-minimum-hold-decisions so that flag was omitted. RUN on exness XAU/USD at 360 and 900 days, deployed costs. THE SCORECARD (metric | threshold | 360d | 900d): holdout days >=90 | 60.0 FAIL | 151.0 PASS; trades/week >=7.0 | 8.51 PASS | 6.85 FAIL; positive-day ratio >=0.55 | 0.417 FAIL | 0.404 FAIL; median daily PnL >=0.0 | -0.0021 FAIL | 0.0000 PASS; max negative-day streak <=5 | 4 PASS | 5 PASS; max total drawdown <=0.1 | 0.0001 PASS | 0.0001 PASS; SORTINO >=1.0 | -3.104 FAIL | -1.179 FAIL; SHARPE >=1.0 | -2.329 FAIL | -0.861 FAIL; cost/gross PnL <=0.5 | 9.886 FAIL | 1.527 FAIL. SIX FAILURES AT EACH WINDOW. Holdouts 2026-06-19..2026-08-28 (86 closed trades) and 2026-03-04..2026-08-28 (174 closed trades). RISK-ADJUSTED PERFORMANCE IS DECISIVELY NEGATIVE AT BOTH WINDOWS - Sharpe -2.33 and -0.86, Sortino -3.10 and -1.18 against a required +1.0. This is THE FIRST TIME IN THIS SESSION the deployed policy has been judged on anything other than raw PnL, and the answer is unambiguous; ITS SIGN IS STABLE ACROSS THE TWO WINDOWS, unlike so much else in this arc. THE GATE INDEPENDENTLY CONFIRMS POSITIVE GROSS EDGE: gross_pnl_before_costs is +0.053459 at 360 days and +0.781175 at 900 - POSITIVE AT BOTH, computed on the holdout only through A DIFFERENT CODE PATH AND A DIFFERENT AGGREGATION (daily returns) from the one_target cost ablation of r313-r321. TWO INDEPENDENT INSTRUMENTS NOW AGREE that exness XAU's raw edge is positive and its net result is not. DRAWDOWN PASSES TRIVIALLY AND TELLS US NOTHING: maximum total drawdown 0.0001 (0.01%) because fixed_notional sizing deploys ~5 units against 10000 starting equity - only the ratio, day-quality and cost checks discriminate. TARGET 3 FLIPS ONCE MORE: 8.51 trades/week on the 360-day holdout, 6.85 on the 900-day holdout. NOT claimed that the gate's cost/gross (inverting to 10.1% and 65.5%) and r322's per-trade edge/cost (24.3-43.7%) measure the same thing - THEY DO NOT (different aggregation, different span) AND NO RECONCILIATION IS OFFERED. NOT claimed anything about the other five routes - the gate was NOT run on binance BTC, exness BTC, bybit BTC, bybit XAUT or binance XAU. NOT claimed these metrics are window-independent - Sharpe's SIGN is stable but its MAGNITUDE differs 2.7x."
2026-08-30,324,Portfolio,XAU/USD,exness,cfd,5m,sqn_is_untestable_with_this_tool_plus_a_continuity_observation,finance_research_docker_daily_profit_gate_holdout_360d_and_900d,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"SQN CANNOT BE COMPUTED WITH THIS TOOL. The gate's unavailable_metrics block names THREE: system_quality_number ('requires a per-trade R-multiple distribution'), information_ratio ('requires a benchmark daily return series') and maximum_consecutive_losing_trades ('requires retained ordered per-trade net PnL outcomes'). THE STANDING BRIEF LISTS SQN; IT IS NOT MEASURABLE TODAY. Recorded as a tooling limitation - INVESTIGATION ONLY, NOT APPLIED; implementation is not Claude's to do and no promotion is proposed. A DATA-QUALITY OBSERVATION, NOT A FINDING: the gate reports input_continuity_failed on 7 OF 8 INTERVALS with large UNVERIFIED gap counts on the higher timeframes (15m 245 gaps / 10767 candles; 30m 243 / 5381; 1h 243 / 2688) while 5m has unverified_gap_count: 0 and only verified session gaps. THE MOST LIKELY READING IS r235's - THESE ARE MISSING MARKERS, NOT MISSING DATA: a weekend closure labelled as a verified session gap at 5m may not be labelled on an AGGREGATED interval. Note interval_continuity_violations is 0 in the metrics block, consistent with that. I AM RECORDING THE OBSERVATION AND NOT TREATING IT AS A DEFECT; distinguishing the two would need the gap-metadata producer inspected, WHICH WAS NOT DONE. NOT claimed any candidate improvement - this round MEASURES the deployed policy, it PROPOSES NOTHING, and NO PROMOTION IS WARRANTED: the gate's own verdict is a FAIL, which is evidence of a problem, NOT a validated change."
2026-08-30,325,Portfolio,BTC/USDT,binance,perpetual_future,5m,sharpe_and_sortino_negative_on_four_of_four_route_windows,finance_research_docker_daily_profit_gate_500d_matched_holdout,,,,,,,,,,,,,,,,,no_sharpe_negative_4_of_4,n/a,pass_21_84_per_week_on_recent_holdout,"EXTENDS THE JOINT-OBJECTIVE GATE TO THE LIMIT r324 NAMED ('the gate was NOT run on binance BTC, exness BTC, bybit BTC, bybit XAUT or binance XAU'). Adds bybit XAUT (the other XAU route that can reach a deep window - binance XAU has only 262 days) and binance BTC (the flagship), BOTH at --days 500 so their holdouts MATCH EXACTLY (2026-05-22 -> 2026-08-30, 101 observed days). PRE-REGISTERED, following r315-r317's practice of registering the INTERPRETATION: if Sharpe is negative on EVERY route measured, that is a FLEET-LEVEL property of the deployed policy depending on NO WINDOW COMPARISON - the first such statement this arc can make; if any route shows positive Sharpe, the fleet is heterogeneous on the joint objective too. THE FOUR SCORECARDS (route/window | holdout days | trades | tr/wk | pos-day | streak | Sortino | Sharpe | cost/gross | GROSS | net): exness XAU @360 | 60 | 86 | 8.51 | 0.417 | 4 | -3.104 | -2.329 | 9.89 | +0.0535 | -0.4750; exness XAU @900 | 151 | 174 | 6.85 | 0.404 | 5 | -1.179 | -0.861 | 1.53 | +0.7812 | -0.4118; bybit XAUT @500 | 101 | 64 | 4.48 | 0.366 | 14 | -1.972 | -1.402 | 30.35 | -0.0135 | -0.4219; binance BTC @500 | 101 | 312 | 21.84 | 0.416 | 7 | -6.817 | -6.753 | 1.20 | -1.7909 | -3.9406. THE PRE-REGISTRATION IS MET - FOUR OF FOUR ROUTE-WINDOWS FAIL THE SAME FOUR CHECKS WITH NO DIFFERENCING ANYWHERE: Sharpe negative 4/4 (-2.33, -0.86, -1.40, -6.75); Sortino negative 4/4 (-3.10, -1.18, -1.97, -6.82); positive-day ratio below 0.55 on 4/4 (0.417, 0.404, 0.366, 0.416); cost/gross above 0.5 on 4/4 (9.89, 1.53, 30.35, 1.20). AFTER AN ARC IN WHICH NEARLY EVERY ROUTE-LEVEL CLAIM TURNED OUT WINDOW-SCOPED, THIS ONE IS NOT - each scorecard is computed INDEPENDENTLY on its OWN holdout so nothing rests on comparing windows. TWO OTHER OBSERVATIONS: binance BTC TRADES 21.84/WEEK ON THE RECENT HOLDOUT, comfortably above the 7/week bar and FAR ABOVE the 8.1-9.5/week r305 measured over full windows - on the recent period TARGET 3 IS NOT THIS ROUTE'S PROBLEM. And 'NO PROLONGED LOSS' FAILS ON BOTH NEW ROUTES: maximum negative-day streak 14 on bybit XAUT and 7 on binance BTC against a limit of 5 (exness XAU came in at 4 and 5) - that objective is named explicitly in the standing brief and THIS IS THE FIRST TIME IT HAS BEEN MEASURED. NOT claimed that the four-of-four Sharpe result covers THE FLEET - three routes, four route-windows; exness BTC, bybit BTC and binance XAU have had NO gate run."
2026-08-30,325,Portfolio,XAUT/USDT,bybit,spot,5m,gross_edge_before_costs_is_negative_on_both_crypto_holdouts,finance_research_docker_daily_profit_gate_500d_matched_holdout,,,,,,,,,,,,,,,,,no_gross_negative_on_recent_holdout,n/a,fail_4_48_per_week,"GROSS EDGE IS NEGATIVE ON BOTH CRYPTO HOLDOUTS. gross_pnl_before_costs - the gate's OWN pre-cost figure - is -0.013455 on bybit XAUT and -1.790875 on binance BTC, and the gate's dedicated gross_pnl_positive check FAILS ON BOTH; it PASSES on exness XAU at both windows (+0.0535, +0.7812). THIS IS NOT A CONTRADICTION OF r320: that round measured one_target at ZERO COST over the WHOLE 500-day window and got +0.5945 (bybit XAUT) and +1.7176 (binance BTC), while THE GATE MEASURES THE LAST ~101 DAYS ONLY. Positive over 500 days and negative over the most recent 101 is ARITHMETICALLY CONSISTENT - it is a PERIOD difference, NOT a measurement disagreement, and I am NOT treating it as one. WHAT IT DOES SAY is that on the MOST RECENT stretch - the one a deployed system is actually living in - THE TWO CRYPTO ROUTES HAVE NEGATIVE EDGE BEFORE ANY COST AT ALL. exness XAU remains THE ONLY ROUTE POSITIVE BEFORE COSTS ON EVERY MEASUREMENT TAKEN. NOT claimed that the crypto routes have negative raw edge IN GENERAL - the gate's holdout is a DIFFERENT PERIOD from r320's full window, BOTH READINGS CAN BE CORRECT, no reconciliation is offered and none is needed. NOT claimed the holdouts are comparable ACROSS ROUTES: the two new runs share a holdout EXACTLY, but exness XAU's two are DIFFERENT PERIODS, so its cross-route comparison of gross sign is NOT MATCHED - running exness XAU at 500 days would fix that and WAS NOT DONE. NOT claimed any candidate improvement or any promotion - the gate fails everywhere, which is EVIDENCE OF A PROBLEM, NOT A VALIDATED CHANGE. SQN, information ratio and max consecutive losing trades REMAIN UNAVAILABLE (r324)."
2026-08-30,326,Portfolio,XAU/USD,exness,cfd,5m,matched_holdout_confirms_exness_xau_is_the_only_route_positive_before_costs,finance_research_docker_daily_profit_gate_500d_matched_holdout_four_routes,,,,,,,,,,,,,,,,,no_but_only_route_positive_before_costs,n/a,pass_8_95_per_week_on_matched_holdout,"CLOSES THE GAP r325 NAMED: 'exness XAU's two holdouts are DIFFERENT PERIODS so its cross-route comparison of gross sign is NOT MATCHED - running exness XAU at 500 days would fix that and was not done.' That is the LOAD-BEARING WEAKNESS in the fleet's one positive claim. This round runs exness XAU at --days 500 to match, and spends the second container on exness BTC, the sign-ambiguous cell from r315, which had NEVER been gated. PRE-REGISTERED: if exness XAU is STILL the ONLY route with positive gross_pnl_before_costs when the holdout is matched, the claim survives; if it comes back negative, 'the only route positive before costs' was A PERIOD ARTIFACT and falls. THE MATCHED-HOLDOUT FLEET (all --days 500, deployed costs, holdout starting 2026-05-22) - route | end | days | trades | tr/wk | pos-day | streak | Sortino | Sharpe | cost/gross | GROSS | net: exness XAU | 08-28 | 84 | 126 | 8.95 | 0.429 | 4 | -1.152 | -0.814 | 1.38 | +0.6000 | -0.2283; bybit XAUT | 08-30 | 101 | 64 | 4.48 | 0.366 | 14 | -1.972 | -1.402 | 30.35 | -0.0135 | -0.4219; binance BTC | 08-30 | 101 | 312 | 21.84 | 0.416 | 7 | -6.817 | -6.753 | 1.20 | -1.7909 | -3.9406; exness BTC | 08-30 | 101 | 351 | 24.58 | 0.406 | 6 | -7.514 | -7.558 | 1.12 | -2.1633 | -4.5772. EXNESS XAU REMAINS THE ONLY ROUTE WITH POSITIVE GROSS PnL BEFORE COSTS (+0.6000) - THE PRE-REGISTRATION HOLDS AND THE CLAIM WAS NOT A PERIOD ARTIFACT; all three others fail the gate's gross_pnl_positive check. HOLDOUT MATCH STATED HONESTLY: start dates IDENTICAL; exness XAU ends 2026-08-28 (84 observed days) while the others end 2026-08-30 (101) - that is the GOLD CFD WEEKEND CLOSURE, and exness BTC is ALSO an Exness CFD and DOES trade the weekend, so the difference is THE INSTRUMENT'S MARKET CALENDAR, not a design flaw. MUCH BETTER MATCHED than r325, NOT EXACT, and NOT FIXABLE. SHARPE IS NOW NEGATIVE ON SIX OF SIX ROUTE-WINDOWS: exness XAU -2.329/-0.814/-0.861 at 360/500/900, exness BTC -7.558, bybit XAUT -1.402, binance BTC -6.753; plus positive-day ratio below 0.55 and cost/gross above 0.5 on all six, none of it involving differencing. NOT claimed that exness XAU's positive gross is ECONOMICALLY MEANINGFUL: +0.6000 in the simulator's notional units over 84 days on a route whose NET is -0.2283 and whose cost/gross is 1.38 - it still needs costs cut by ROUGHLY 28% just to break even on this holdout, and the gate requires cost/gross <= 0.5. NOT claimed anything about bybit BTC or binance XAU - TWO OF SIX ROUTES STILL HAVE NO GATE RUN and binance XAU CANNOT REACH --days 500 AT ALL (262 days of history)."
2026-08-30,326,Portfolio,BTC/USD,exness,cfd,5m,busiest_routes_have_the_worst_sharpe_a_tension_with_target_3,finance_research_docker_daily_profit_gate_500d_matched_holdout_four_routes,,,,,,,,,,,,,,,,,no_worst_in_fleet,n/a,pass_24_58_per_week_but_worst_sharpe,"exness BTC IS THE WORST ROUTE IN THE FLEET ON THIS HOLDOUT: the HIGHEST trade rate (24.58/week), the WORST Sharpe and Sortino (-7.558 / -7.514), and the MOST NEGATIVE gross and net (-2.1633 / -4.5772). It also fails holdout_interval_continuity, which the other three do not. THE OBSERVATION WORTH FLAGGING - BUSIER IS WORSE. Sorted by trade rate on the matched holdout: bybit XAUT 4.48/wk Sharpe -1.402 gross -0.0135; exness XAU 8.95 Sharpe -0.814 gross +0.6000; binance BTC 21.84 Sharpe -6.753 gross -1.7909; exness BTC 24.58 Sharpe -7.558 gross -2.1633. THE TWO ROUTES ABOVE 20 TRADES/WEEK HAVE SHARPE NEAR -7; THE TWO BELOW 9 HAVE SHARPE NEAR -1. Spearman(trades/week, Sharpe) = -0.80, EXACT TWO-SIDED p = 0.333 on n=4 - NOT SIGNIFICANT, and I am recording it AS AN OBSERVATION ONLY. IT MATTERS because it points THE OPPOSITE WAY TO TARGET 3, which pushes trade frequency UP: if the direction is real, raising frequency would move routes TOWARD THE exness BTC CORNER. Four points cannot establish that, and r274 already found a frequency lever that bought 2.43x trades for 2.27x loss - CONSISTENT IN DIRECTION, INDEPENDENT IN METHOD. I AM NOT CLAIMING A CAUSAL RELATIONSHIP: four points, p = 0.33, and the routes differ in INSTRUMENT, BROKER AND MARKET TYPE as well as in rate. NOT claimed any candidate improvement or promotion - EVERY ROUTE FAILS THE GATE."
2026-08-30,327,Portfolio,BTC/USDT,bybit,perpetual_future,5m,fleet_complete_exness_xau_still_uniquely_positive_on_the_matched_five,finance_research_docker_daily_profit_gate_completes_the_fleet_500d_and_250d,,,,,,,,,,,,,,,,,no_gross_negative,n/a,pass_12_04_per_week,"CLOSES THE GAPS r326 NAMED ('anything about bybit BTC or binance XAU - TWO OF SIX ROUTES STILL HAVE NO GATE RUN; binance XAU CANNOT REACH --days 500 AT ALL'). This round runs bybit BTC at 500 days - THE FIFTH CELL OF THE MATCHED SET - and binance XAU at 250 days, THE ONLY DEPTH IT CAN REACH, reported SEPARATELY. PRE-REGISTERED (1): exness XAU remains the ONLY matched route with positive gross_pnl_before_costs; refuted if bybit BTC is also positive. THE COMPLETED MATCHED FLEET, all --days 500, deployed costs, holdout starting 2026-05-22 - route | days | trades | tr/wk | pos-day | streak | Sortino | Sharpe | cost/gross | GROSS | net: exness XAU | 84 | 126 | 8.95 | 0.429 | 4 | -1.152 | -0.814 | 1.38 | +0.6000 | -0.2283; bybit XAUT | 101 | 64 | 4.48 | 0.366 | 14 | -1.972 | -1.402 | 30.35 | -0.0135 | -0.4219; bybit BTC | 101 | 172 | 12.04 | 0.386 | 8 | -5.447 | -4.955 | 1.12 | -1.2653 | -2.6862; binance BTC | 101 | 312 | 21.84 | 0.416 | 7 | -6.817 | -6.753 | 1.20 | -1.7909 | -3.9406; exness BTC | 101 | 351 | 24.58 | 0.406 | 6 | -7.514 | -7.558 | 1.12 | -2.1633 | -4.5772. PRE-REGISTRATION 1 HOLDS: exness XAU IS THE ONLY MATCHED ROUTE WITH POSITIVE GROSS PnL BEFORE COSTS; bybit BTC comes back at -1.2653 and fails gross_pnl_positive like the other three. SHARPE IS NEGATIVE ON ALL FIVE MATCHED ROUTES and on ALL SEVEN ROUTE-WINDOWS gated so far. binance XAU REPORTED SEPARATELY because it cannot reach 500 days (262 days of 5m history): at --days 250 its holdout is 51 DAYS, BELOW THE GATE'S OWN 90-DAY MINIMUM which it fails explicitly, with 29 trades, 4.06/week, Sharpe -0.879, and GROSS +0.0797 - POSITIVE. THAT MATTERS FOR HOW THE FLEET CLAIM IS PHRASED: 'the only route positive before costs' is true ON THE MATCHED SET; across all six routes at whatever depth each can reach, TWO ARE POSITIVE - exness XAU on an 84-day matched holdout and binance XAU on a 51-day SUB-MINIMUM one. I AM STATING BOTH RATHER THAN KEEPING THE TIDIER SENTENCE. NOT claimed that binance XAU's positive gross is COMPARABLE to exness XAU's - its holdout is below the gate's own minimum, on a route whose live checkpoint market data ends 2025-12-25 (r207, r306); IT IS REPORTED, NOT WEIGHED. NOT claimed the matched holdouts are identical IN LENGTH - exness XAU has 84 observed days against 101, the gold CFD weekend closure, unchanged from r326. ALL SIX ROUTES FAIL THE GATE, every one on Sharpe, Sortino, positive-day ratio and cost/gross."
2026-08-30,327,Portfolio,XAU/USD,exness,cfd,5m,frequency_sharpe_relation_strengthens_to_minus_0_900_and_my_threshold_was_mis_specified,finance_research_docker_daily_profit_gate_completes_the_fleet_500d_and_250d,,,,,,,,,,,,,,,,,no_but_only_matched_route_positive_before_costs,n/a,pass_8_95_per_week_on_matched_holdout,"THE FREQUENCY RELATION, AND MY MIS-SPECIFIED THRESHOLD. Sorted by trade rate across the five matched routes: bybit XAUT 4.48/wk Sharpe -1.402 gross -0.0135; exness XAU 8.95 Sharpe -0.814 gross +0.6000; bybit BTC 12.04 Sharpe -4.955 gross -1.2653; binance BTC 21.84 Sharpe -6.753 gross -1.7909; exness BTC 24.58 Sharpe -7.558 gross -2.1633. SPEARMAN(trades/week, Sharpe) = -0.900, UP FROM -0.800 AT n=4; the ordering is ONE ADJACENT SWAP FROM PERFECT - only exness XAU and bybit XAUT are transposed. BUT MY PRE-REGISTERED THRESHOLD WAS WRONG: I registered that |rho| >= 0.9 would reach p = 0.0167 at n=5. IT DOES NOT. Computing the exact permutation distribution at n=5: |rho| >= 1.0 gives p = 0.0167; |rho| >= 0.9 gives p = 0.0833; |rho| >= 0.8 gives 0.1333; |rho| >= 0.7 gives 0.2333. ONLY A PERFECT rho = +-1.0 REACHES 0.0167 AT THIS SAMPLE SIZE. The observed -0.900 gives p = 0.0833 - CLOSER than the 0.3333 at n=4, STILL NOT SIGNIFICANT AT 5%, and STILL AN OBSERVATION. I REGISTERED A CRITERION I HAD NOT COMPUTED, AND I AM RECORDING THAT rather than quietly reporting the corrected number. NOT claimed that trade frequency CAUSES worse risk-adjusted performance - rho = -0.900 with p = 0.083 on five routes that differ in INSTRUMENT, BROKER AND MARKET TYPE; r274's ATR-band lever agrees in DIRECTION by an independent method, NEITHER IS CAUSAL EVIDENCE. NOT claimed any candidate improvement or promotion. SQN, information ratio and maximum consecutive losing trades REMAIN UNAVAILABLE (r324)."
2026-08-30,328,Portfolio,XAU/USD,exness,cfd,5m,REJECTED_frequency_lever_does_not_create_edge_it_multiplies_cost,finance_research_docker_daily_profit_gate_within_route_frequency_ladder_500d,,,,,,,,,,,,,,,,,no_all_three_bands_lose,n/a,n/a,"TURNS A CORRELATION INTO A CONTROLLED TEST. r326-r327 found ACROSS routes that the busiest routes have the worst Sharpe (rho = -0.900, exact p = 0.083 on five routes differing in instrument, broker AND market type) - a correlation over CONFOUNDED UNITS. The clean version is WITHIN ONE ROUTE: change only the frequency lever, hold route/window/holdout fixed, score on the joint objective. r274 established the ATR protective band as a frequency lever; a WIDER fractional band should move frequency the other way. PRE-REGISTERED: if the tension is real within a route, Sharpe orders INVERSELY with trades/week - wide > deployed > ATR in Sharpe and wide < deployed < ATR in frequency; refuted if either ordering is violated. THE LADDER - exness XAU/USD, --days 500, deployed costs, IDENTICAL HOLDOUT 2026-05-22..2026-08-28 (84 observed days), only the protective band changes: WIDE fractional 0.02/0.04 -> 96 trades, 6.82/wk, pos-day 0.417, streak 5, Sortino -0.155, SHARPE -0.096, cost/gross 1.05, GROSS +0.6067, net -0.0301; DEPLOYED fractional 0.01/0.02 -> 126 trades, 8.95/wk, 0.429, streak 4, -1.152, SHARPE -0.814, 1.38, +0.6000, net -0.2283; ATR 1.5/3.0 -> 703 trades, 49.94/wk, pos-day 0.095, streak 16, -14.802, SHARPE -23.225, 7.25, +0.6839, net -4.2751. BOTH ORDERINGS HOLD - THE PREDICTION IS CONFIRMED. THE MECHANISM STATED PLAINLY: from wide to ATR, trades per week rise 7.32x (6.82 -> 49.94) while GROSS PnL BEFORE COSTS MOVES ONLY 1.13x (+0.6067 -> +0.6839, i.e. +12.7%), cost/gross rises 6.90x (1.05 -> 7.25) and NET LOSS RISES 142x (-0.0301 -> -4.2751). GROSS EDGE IS ESSENTIALLY FLAT ACROSS A 7.3x FREQUENCY RANGE: the lever does NOT find more profitable opportunities, it finds more TRADES, each carrying the same round-trip cost - COST SCALES WITH COUNT, GROSS DOES NOT, AND THE NET COLLAPSES. This EXPLAINS r274's earlier finding (2.43x frequency for 2.27x loss, per-trade PnL almost unchanged) and converts r326-r327's cross-route correlation into a WITHIN-ROUTE, SINGLE-HOLDOUT, SINGLE-VARIABLE result. NOT claimed that this generalises to other routes - ONE ROUTE, the other five were not laddered and r320-r321 showed route-level results moving with the window. NOT claimed gross edge is EXACTLY constant - it moved 12.7% across the range, small against a 7.32x frequency change but NOT ZERO, and I have not tested whether that 12.7% is meaningful. NOT claimed any causal reading of the cross-route rho = -0.900."
