2026-08-21,62,Portfolio,XAU/USDT,binance,perpetual_future,5m,live_production_epoch_v1_paper_fixed_pct,production_redis_readonly,8,,,,,,,,10000,,,,,,,no,no,no,"Same measurement instant, same fresh post-fix counter as the 3 rows above -- yet only 8 trades vs 758-1126 for peers (~100-140x gap). Identical to the Round 48 pre-fix baseline (8), so the epoch fix did not move this number at all. NEW BUG FOUND this round: pending_history_backfill for this route is stuck at Dec 2025 (listing month, ~8mo stale) while the other 3 routes rotate normally (5d-1mo old) -- logged to handoff_codex.md as a concrete new lead for Target 2, not yet proven causal."
2026-08-21,63,Portfolio,XAU/USDT,binance,perpetual_future,5m,interval_weight_mechanism_analysis,production_redis_readonly,,,,,,,,,10000,,,,,,,no,no,no,"Round 63: read portfolio_evidence.policy.interval_weights directly from production checkpoint. Binance/XAU has ALL entry-role intervals (5m/15m/30m) AND 1h/2h at weight=0.0, only 1d(0.521)/12h(0.338)/4h(0.141) nonzero -- entry_score can only change on daily/12h/4h closes. Exness/XAU (same instant) spreads weight across all intervals except 5m (0.116-0.223 each). This is a concrete mechanism (not just correlation) explaining the trade_count=8 vs 758-1126 gap from Round 62 -- likely caused by reweight_from_alpha_performance zeroing out short-interval strategies for Binance/XAU due to its short ~8mo listing history (Dec 2025). Logged as addendum to existing Todo item, raised P2->P1, not yet code-reviewed by Codex."
2026-08-21,64,Portfolio,BTC/USDT+BTC/USD+XAU/USD,binance+exness,mixed,5m,interval_weight_natural_experiment,production_redis_readonly,,,,,,,,,10000,,,,,,,no,no,no,"Round 64: extended Round 63's interval_weights comparison to both BTC legs (long history since 2021, both brokers). Binance/BTC and Exness/BTC BOTH show weights spread evenly across all intervals except 5m (matching Exness/XAU's pattern) -- confirms 3/4 long-history routes all spread weight normally, while only the 1 short-history route (Binance/XAU, listed Dec 2025) shows the pathological all-entry-intervals-zeroed pattern. Clean natural experiment (n=4, 3 controls vs 1 treatment) strongly reinforcing the reweight_from_alpha_performance short-history hypothesis. No new backtest run this round -- pure production-state verification, addendum logged to existing P1 Todo item."
2026-08-21,65,Portfolio,XAU/USDT,binance,perpetual_future,5m,strategy_subscription_asymmetry_root_cause,production_redis_readonly+source_code_read,,,,,,,,,10000,,,,,,,no,no,no,"Round 65 CORRECTION of Round 63-64 hypothesis. Read reweight_from_alpha_performance source directly (trading_modes.rs:464-537), reproduced formula in Python against production simulated_ledgers data, matched observed interval_weights exactly (100%). Real mechanism: trade_count=0 gives quality=1.0 (max, not zero) -- Round 63-64's 'short history causes zero weight' hypothesis was WRONG. Actual cause: Binance/XAU subscribes only 2 strategies (candle_momentum, rsi_mean_reversion, both confirmed losing with full confidence at every short interval), while Exness/XAU has a 3rd never-triggered strategy (mtf_stochastic_5m_4h_sma5, trade_count=0 at most intervals) that auto-contributes quality=1.0 and floors interval_quality >0 everywhere. Both BTC legs have 5 subscribed strategies (3 rarely-triggered MTF variants) giving the same floor effect. Concrete low-risk fix proposed: subscribe an additional strategy to Binance/XAU (config-only, no algorithm change needed) to restore the same floor. Logged as corrected P1 addendum to existing Todo item."
2026-08-21,66,Portfolio,XAU/USDT,binance,perpetual_future,5m,strategy_subscription_fix_simulation,formula_reproduction_python,,,,,,,,,10000,,,,,,,no,no,no,"Round 66: quantified simulation of Round 65's proposed fix (subscribe a 3rd strategy to Binance/XAU) using the verified reweight_from_alpha_performance formula. Immediate predicted effect: combined entry-role (15m+30m) interval_weights go from 0.0000 to 0.2056 (~21% influence on entry_score) right after subscribing a fresh 0-trade strategy -- would let entry_score actually move on 15m/30m closes instead of only 1d/12h/4h. Caveat: this is a temporary effect, not a permanent fix -- once the new strategy accumulates >=20 trades, if it also loses (likely, matching the other 2 strategies' consistent XAU losses), the floor effect decays back toward 0. Still worth doing (low risk, buys time/data). No new backtest run -- pure formula-based quantitative prediction, addendum to existing P1 item."
2026-08-21,67,Alpha,BTC/USDT+BTC/USD+XAU/USD,binance+exness,mixed,5m+4h,mtf_stochastic_macd_candle_momentum_7_strategies,honest_holdout_backtest+source_code_review,,,,,,,,,10000,,,,,,,no,no,no,"MAJOR finding: all 7 extra MTF Alpha strategies live in production (deployment_rules.rs) were promoted 2026-08-19/20 using finance-research's buggy MTF kline merge (open_time sort instead of close_time -- lookahead bug, root-caused commit d3b0586, fixed commit 3c16745 at 2026-08-20T09:15Z, documented in portfolio-btc-optimization-log.md, a separate research thread predating this /loop program). Re-validated all 7 under the fixed tool: PF collapses from claimed 19.6-26.6 to real 0.58-0.98, win rate from 80-85% to 25-30% -- all net-losing or breakeven, not the strong edges the code comments still describe. deployment_rules.rs was never touched after the bugfix (last commit f143c44 at 00:30Z, bugfix at 09:15Z same day). Simulated removing them: would collapse BOTH BTC legs' interval_weights to the same pathological zero-frequency pattern currently afflicting Binance/XAU (Round 63-66) -- they accidentally prop up BTC's decision frequency via the reweight formula's benefit-of-doubt-for-untested-signals rule, even though their real strategy_weight is already ~0. Decision: did NOT remove them (would trade Target 2 regression on BTC, the flagship instrument, for Target 1 code-cleanliness with no real Target 1 benefit since they're already ~0 weighted) -- instead added a correction comment documenting the stale validation, committed (fb9d955), pushed, CI running. Retracted the Round 65-66 proposal (subscribing another already-confirmed-losing strategy to Binance/XAU would repeat the same zombie-strategy anti-pattern)."
2026-08-21,68,Portfolio,XAU/USDT,binance,perpetual_future,5m,interval_weight_permanent_freeze_fix,source_code_review+unit_test,,,,,,,,,10000,,,,,,,no,no,no,"Round 68: read the original design-intent comment on reweight_from_alpha_performance -- confirms zeroing out confirmed-losing strategies is DELIBERATE ('instead of diluting the demonstrated signal'), closing the Round 65-67 floor debate: adding a floor would fight the intended design; Target 2 for Binance/XAU cannot be solved by weight engineering, only by finding a genuinely edge-having strategy. Separately found a real robustness gap: interval_weights normalization (normalize_positive_weights) lacked the uniform-fallback that strategy_weights already had (normalize_or_uniform_weights) -- if ALL required intervals hit mature-and-losing simultaneously, the route freezes permanently (role_scores stays exactly 0 forever, no recovery even if performance later improves, since a held Portfolio stops generating trades to re-observe). Binance/XAU is already 5/8 intervals into this state. Fixed by reusing the existing tested normalize_or_uniform_weights for both axes; added regression test; full finance-core suite (53/53) and workspace (32/32 excl. docker-in-docker redis tests) pass; committed cc0c8ac, pushed, CI running. Does not change current behavior (not yet triggered) -- pure future-proofing."
2026-08-21,70,Alpha,BTC/USDT,binance,perpetual_future,5m,bollinger_keltner_squeeze_20_2_0_1_5,honest_holdout_backtest,961,31.9,,0.693,,,,-7.74,10000,,,,,,,no,n/a,yes,"Round 70: implemented a genuinely new strategy mechanism (volatility squeeze breakout, Bollinger Bands contracting inside Keltner Channel then releasing) from scratch -- new Keltner Channel indicator + strategy, 9 unit tests, committed/pushed as research-tool-only change. Backtested on real 5yr production data. Standard parameterization: PF consistently below 1.0 across all 3 splits (0.686/0.760/0.693) -- uniformly losing, not a weak-single-split artifact. Closed, no edge at 5m, consistent with the whole program's standing conclusion about standard technical indicators at short intervals."
2026-08-21,70,Alpha,XAU/USDT,binance,perpetual_future,5m,bollinger_keltner_squeeze_20_2_0_1_5,honest_holdout_backtest,96,40.6,,0.675,,,,-0.56,10000,,,,,,,no,n/a,yes,"Cross-instrument confirmation of the same negative result: PF 0.703/0.741/0.675 across all 3 splits -- also uniformly losing. Closes this candidate mechanism for both instruments tested."
2026-08-21,71,Alpha,BTC/USDT,binance,perpetual_future,1d,stochastic_14_3_30_70+rsi_mean_reversion_9_30_70,honest_holdout_backtest,21,71.4,,0.99,,,,-0.07,10000,,,,,,,no,n/a,no,"Round 71: re-tested the prior thread's 'promising daily-bar signal, blocked only by cost' lead with fresh data. Win rates match the original log almost exactly (66.1/69.6/71.4%) but PF is now marginal (0.84-1.25 stochastic, 0.41-1.25 rsi) not the clear edge previously implied. Also corrected a flawed fix idea before implementing: fee_bps/slippage_bps/funding_rate_bps are all proportional (basis-point) costs, so increasing position size cannot fix a high cost_to_gross_pnl_ratio -- that only works for fixed per-trade dollar costs, which this isn't. Closed both the 'increase sizing' idea and lowered confidence in the daily-bar signal itself; no implementation attempted, caught before wasting effort."
2026-08-21,72,Alpha,BTC/USDT,binance,perpetual_future,5m,taker_imbalance_0_60,honest_holdout_backtest,20327,16.6,,0.245,,,,-147.37,10000,,,,,,,no,n/a,yes,"Round 72: exploited a genuinely unused data axis -- Kline.taker_buy_volume (real order-flow data on every candle, never read by any existing strategy). Implemented both directions (follow imbalance, fade imbalance). Neither shows edge: both lose consistently across all splits/thresholds/instruments (BTC win 14.6-24.5%, PF 0.14-0.49). Not complementary mirror results (would expect ~100%-winrate if just wrong direction) -- ratio is dominated by noise at 5m, whipsawing through costs regardless of direction. Closed, no edge without a trend filter (not attempted this round), consistent with round 33's standing finding."
2026-08-21,72,Alpha,XAU/USDT,binance,perpetual_future,5m,taker_imbalance_0_60,honest_holdout_backtest,3145,8.3,,0.091,,,,,10000,,,,,,,no,n/a,yes,"Cross-instrument confirmation: even worse on XAU (win rate 6.1-8.5%, PF 0.05-0.11), both directions. Closes this candidate mechanism for both instruments tested."
2026-08-21,73,Alpha,BTC/USDT,binance,perpetual_future,5m,mtf_taker_imbalance_0_60_sma10_trend_filtered,honest_holdout_backtest,383,25.8,,0.686,,,,-5.12,10000,,,,,,,no,n/a,yes,"Round 73: natural follow-up to round 72 -- wrapped the taker order-flow imbalance signal (both directions) in the same MTF trend filter every other candidate uses. PF improved dramatically on BTC (0.19-0.29 plain -> 0.69-0.91 filtered, all 3 splits) confirming the trend filter helps this data axis too -- but still consistently below 1.0. Closest miss yet for order-flow imbalance, still not promotable."
2026-08-21,73,Alpha,XAU/USDT,binance,perpetual_future,5m,mtf_taker_imbalance_0_60_sma10_trend_filtered,honest_holdout_backtest,48,20.8,,0.712,,,,-0.29,10000,,,,,,,no,n/a,yes,"XAU shows the inverse suspicious pattern: train PF 1.48-1.80 collapses to validation/holdout 0.59-0.74 -- classic overfitting shape (train fits noise), as disqualifying as the previously-flagged weak-train-strong-later pattern. Closed on both instruments."
2026-08-21,74,Portfolio,BTC/USDT+XAU/USDT+BTC/USD+XAU/USD,binance+exness,mixed,5m,production_health_sweep,production_redis_readonly,,,,,,,,,10000,,,,,,,no,no,no,"Round 74: routine production health sweep (reviewer role, balancing 4 consecutive research-heavy rounds). All 4 workers healthy, eval_count advancing normally. trade_count nearly flat across all 4 routes since Round 65 baseline (Binance/BTC 1126->1126, Exness/BTC 1117->1119, Exness/XAU 758->758, Binance/XAU 8->8) despite eval_count climbing -- likely a broad quiet-signal market period, not a route-specific bug (even Exness/BTC, highest eval_count, barely moved). No new bug found. Also reviewed and closed 2 stale Verify items (VWAP/ORB research-only, Kline alerts resolved) with corroborating evidence from this program's own independent findings."
2026-08-21,75,Alpha,BTC/USDT,binance,perpetual_future,5m,mtf_taker_imbalance_0_60_1d_higher_tf,honest_holdout_backtest,67,,,1.021,,,,,10000,,,,,,,no,n/a,no,"Round 75: varied a never-before-tried parameter (higher_interval=1d instead of the default 4h used since round 17) for round 73's MTF taker imbalance candidates -- CLI-only, no code change. BTC 5yr: PF flips positive validation/holdout (0.874 train -> 1.082/1.021) but thin sample (206/59/67). Repeated on independent 18-month window: same weak-train-strong-later shape again (0.92->1.03/1.33) but holdout only 16 trades, below the ~20-30 trust minimum. XAU fails outright: only 15-18 total trades per split (5yr), opposite overfitting shape. Closed -- pattern recurs on BTC across 2 windows but sample too thin to trust, and fails cross-instrument."
2026-08-21,76,Infrastructure,N/A,N/A,N/A,N/A,kafka_controller_password_exposure_incident,production_ssh_review,,,,,,,,,,,,,,,,no,no,no,"SECURITY INCIDENT: while reviewing an old Kafka ACL Verify item, ran docker exec <kafka-container> env (unfiltered) to locate an admin-client config path -- this printed the container's entire environment including KAFKA_CONTROLLER_PASSWORD (KRaft controller-quorum internal auth, single-node cluster). Value not reproduced anywhere. Not self-rotated (real outage risk if a live Kafka controller credential rotation is done wrong, unlike a reversible code change) -- logged P0 to handoff_codex.md for careful follow-up. Updated personal memory and the quant-research-loop skill to warn against broad env dumps on production containers going forward (2nd credential exposure incident on this same Kafka container, after round 20's KAFKA_CLIENT_PASSWORDS). Original Kafka ACL verification item still not completed -- port binding confirmed safe (127.0.0.1 only) but ACL listing not re-checked, left for a future round using a narrower method."
2026-08-21,77,Infrastructure,N/A,N/A,N/A,N/A,kafka_acl_safe_reverify,production_ssh_readonly_narrow,,,,,,,,,,,,,,,,no,no,no,"Round 77: finished the round-76 Kafka Verify item using a safe narrow-grep method (no full env dump). Confirmed 2 safety-critical properties: (1) EXTERNAL listener port 19092 binds only 127.0.0.1, not exposed; (2) research-replay-ro is confirmed NOT in KAFKA_CFG_SUPER_USERS, so its ACL restrictions actually apply rather than being bypassed. Did not re-verify the exact kafka-acls.sh ACL grant list (would need an authenticated admin properties file -- deferred rather than handle another credential on this same system right after round 76's incident). Also did a quick safe production checkpoint check (redis-cli, established safe method): all 4 workers healthy, small incremental trade progress (Binance/BTC and Exness/BTC each +1 trade since round 76), consistent with the quiet-market observation from round 74."
2026-08-21,78,Alpha,XAU/USDT,binance,perpetual_future,30m,ema_crossover_12_26,honest_holdout_backtest,73,,,0.846,,,,,10000,,,,,,,no,n/a,no,"Round 78: systematic sweep of XAU at alternate base intervals (15m, 30m) not thoroughly tested before -- earlier round 19/24 findings on base-interval changes were mostly BTC-focused. 15m: nothing promising, one small-sample PF outlier (candle_reversion_60bps holdout PF=17.5 on only 2 trades) correctly dismissed. 30m (filtered >=20 trades/split): ema_crossover_12_26 is the most stable candidate found for XAU across the whole program -- PF 0.892/0.973/0.846, tight range, no overfitting-shaped swings, though still consistently <1."
2026-08-21,78,Alpha,BTC/USDT,binance,perpetual_future,30m,ema_crossover_12_26,honest_holdout_backtest,588,26.4,,0.774,,,,,10000,,,,,,,no,n/a,no,"Cross-instrument confirmation: BTC shows the same stable, mildly-losing shape (0.907/0.819/0.774) -- ema_crossover_12_26 at 30m is the closest-to-breakeven, most stable candidate found in this whole program for both instruments, though not promotable (PF<1 every split/instrument). Documented as a reference baseline, not implemented."
2026-08-21,79,Alpha,BTC/USDT,binance,perpetual_future,30m,mtf_ema_crossover_12_26_sma10_trend_filtered,honest_holdout_backtest,75,,,1.817,,,,3.18,10000,,,,,,,no,n/a,no,"Round 79: natural follow-up to round 78 -- trend-filtered the ema_crossover_12_26 candidate. BTC 5yr showed a dip-shaped PF (1.19/0.90/1.82, adequate samples). Regime-dependency test on independent 18-month window flipped to a completely different monotonic-weakening shape (1.78/1.18/0.94) -- same red flag that falsified ORB in round 34, unstable pattern not a real edge. Closed."
2026-08-21,79,Alpha,XAU/USDT,binance,perpetual_future,30m,mtf_ema_crossover_12_26_sma10_trend_filtered,honest_holdout_backtest,14,,,0.534,,,,-0.45,10000,,,,,,,no,n/a,no,"XAU 5yr: 1.14/1.82/0.53 but on unusably thin samples (44/7/14 trades, well under the ~20-30 trust minimum). Closed on both instruments -- doubling trend-following (EMA crossover entry + trend filter) doesn't add independent information the way it does for oscillator/order-flow mechanisms."
2026-08-21,80,Portfolio,BTC/USDT,binance,perpetual_future,5m,minimum_hold_decisions_12_to_36,honest_backtest_portfolio_construction,3832,,,,,,,-28.71,10000,15,,,,,,partial,n/a,yes,"Round 80: FIRST real Target-1-improving lever found in 80 rounds -- not a new signal, a Portfolio-construction parameter. Tested --portfolio-minimum-hold-decisions across a range (12/24/36/40/60/144), found a clean monotonic relationship: longer reversal-hold periods reduce whipsaw transaction-cost bleed since the underlying Alpha signals lack directional edge for frequent profitable reversals. hold=12 (old default): 5794 trades/-$43.68. hold=36 (new default): 3832 trades/-$28.71 (~34% loss reduction, ~15/week, comfortably above Target-3's 7/week floor). Cross-broker confirmed (Binance/Exness within 1% at every value). Regime-confirmed on independent 18mo window (same direction). IMPLEMENTED: DEFAULT_PORTFOLIO_MINIMUM_HOLD_DECISIONS 12->36 in finance-core, full test suite passes, committed efe7854, pushed, CI deploying (this DOES touch production runtime, unlike prior research-only rounds). Does not make strategies profitable (PF still <1 at every value) -- reduces losses, doesn't eliminate them."
2026-08-21,81,Portfolio,BTC/USDT,binance,perpetual_future,5m,atr_protective_stop_investigation,tool_methodology_check,,,,,,,,,10000,,,,,,,no,n/a,no,"Round 81: follow-up to round 80's Portfolio-construction lever success. Found capital_reports comparison shows ATR-based stops (fixed-atr/compounding-atr) ~15-17% less loss than fixed-percentage stops (fixed-pct/compounding-pct) -- looked like a second lever. But verified this comparison does NOT respect --portfolio-minimum-hold-decisions (identical output at hold=12 vs hold=36) -- code check confirmed replay_portfolio_decisions (the shared decision source) takes no such parameter; only the separate legacy_selected_rule/one_target path (used for round 80's actual conclusion) applies the guard. Deliberately did NOT implement ATR-stop change this round given this unresolved measurement ambiguity -- avoided acting on a possibly-stale/decoupled metric. Left as an open lead requiring deeper tool investigation before any implementation."
2026-08-21,82,Portfolio,BTC/USDT,binance,perpetual_future,5m,atr_multiple_protective_stop,honest_backtest_one_target,4363,,,,,,,-26.51,10000,,,,,,,no,n/a,yes,"Round 82: resolved round 81's open question by reading portfolio_measurement.rs directly -- confirmed legacy_grid/legacy_selected_rule/capital_reports feed raw decisions bypassing construction.construct() entirely, meaning they do NOT respect --portfolio-minimum-hold-decisions (verified: identical output at hold=12 vs hold=100 on a 200-day window). Only one_target actually applies the guard. Re-measured ATR-stop (protective-kind=atr_multiple, 2.0/4.0/14) properly via one_target at the current production hold=36: BTC/binance shows PF improvement (fractional -$28.72 -> atr_multiple -$26.51, ~7.7% better)."
2026-08-21,82,Portfolio,BTC/USD,exness,cfd,5m,atr_multiple_protective_stop,honest_backtest_one_target,4297,,,,,,,-30.52,10000,,,,,,,no,n/a,yes,"Cross-broker check FAILS: Exness shows the opposite (fractional -$28.36 -> atr_multiple -$30.52, ~7.6% WORSE) -- nearly symmetric opposite result. Classic cross-broker inconsistency per round 56's standard. Closed the ATR-stop lead as an artifact, not a real edge. Confirms round 80's minimum_hold_decisions conclusion is unaffected (it correctly used one_target)."
2026-08-21,83,Portfolio,BTC/USDT,binance,perpetual_future,5m,portfolio_stop_take_0.005_0.010_to_0.01_0.02,honest_backtest_one_target,2417,,,,,,,-16.93,10000,9,,,,,,partial,n/a,yes,"Round 83: SECOND real Target-1-improving Portfolio-construction lever found (following round 80's minimum_hold_decisions success). Widened Portfolio stop/take from 0.005/0.010 to 0.01/0.02 (doubled, kept 1:2 R:R) -- clean monotonic relationship measured via one_target (the verified-trustworthy branch per round 82): 0.005/0.010 -$28.72 -> 0.01/0.02 -$16.93 (~41% loss reduction), ~9.3/week (comfortably above Target 3's 7/week floor). Going wider (0.02/0.04) drops below the frequency floor (~5.2/week) -- too aggressive. Cross-broker confirmed (Exness within 2%). Regime-confirmed on independent 18mo window. IMPLEMENTED: extracted PORTFOLIO_STOP_VALUE/PORTFOLIO_TAKE_VALUE constants in deployment_rules.rs, full test suite passes, committed 31ed149, pushed, CI deploying."
2026-08-21,83,Portfolio,BTC/USD,exness,cfd,5m,portfolio_stop_take_0.005_0.010_to_0.01_0.02,honest_backtest_one_target,2410,,,,,,,-19.18,10000,9,,,,,,partial,n/a,yes,"Cross-broker confirmation: Exness -$28.36 -> -$19.18 (~32% loss reduction), near-identical trade count to Binance (2410 vs 2417) -- same high-consistency signature as round 80's finding, confirms real mechanism not single-source artifact."
2026-08-22,85,Portfolio,BTC/USDT,binance,perpetual_future,5m,risk_fraction_0.02_rule_risk-2pct,honest_holdout_backtest,2,n/a,n/a,n/a,,,,72.84,10000,n/a,,,,,,,no,no,no,"one_target after round84 fix: 99.8% risk-gate rejected (524297/525152 decisions) despite widened_for_simulation fix -- unlike equity_fraction (0 rejections, round84), risk_fraction still near-fully blocked. Root cause not yet confirmed. See round85-*.md"
2026-08-22,85,Portfolio,BTC/USD,exness,cfd,5m,risk_fraction_0.02_rule_risk-2pct,honest_holdout_backtest,1,n/a,n/a,n/a,,,,186.86,10000,n/a,,,,,,,no,no,no,"99.8% risk-gate rejected (523993/524839). Same pattern as BTC/binance despite different leverage (1x vs 10x) -- leverage alone does not explain it. See round85-*.md"
2026-08-22,85,Portfolio,XAU/USDT,binance,perpetual_future,5m,risk_fraction_0.02_rule_risk-2pct,honest_holdout_backtest,8,n/a,n/a,n/a,,,,49.88,10000,n/a,,,,,,,no,no,no,"OUTLIER: 0% risk-gate rejected (0/72993), only route unaffected. Short history (~85 days) -- unexplained why this route differs from the other 3. See round85-*.md"
2026-08-22,85,Portfolio,XAU/USD,exness,cfd,5m,risk_fraction_0.02_rule_risk-2pct,honest_holdout_backtest,1,n/a,n/a,n/a,,,,19.85,10000,n/a,,,,,,,no,no,no,"99.6% risk-gate rejected (335816/337314). Same pattern as BTC routes. See round85-*.md"
2026-08-22,86,Portfolio,BTC/USDT,binance,perpetual_future,5m,rr_ratio_1_to_3_take0.03_5yr,honest_backtest_5yr_window,2244,n/a,3.0,n/a,,,,-12.56,10000,43.1,,,,,,,no,yes,yes,"5yr window: -24% loss vs current 1:2 (-16.52). But REVERSES on independent 18mo window -- see notes row below. Do not promote."
2026-08-22,86,Portfolio,BTC/USD,exness,cfd,5m,rr_ratio_1_to_3_take0.03_5yr,honest_backtest_5yr_window,2215,n/a,3.0,n/a,,,,-14.18,10000,42.6,,,,,,,no,yes,yes,"5yr window: -25% loss vs current 1:2 (-19.00). Same reversal pattern as binance on 18mo window."
2026-08-22,86,Portfolio,BTC/USDT,binance,perpetual_future,5m,rr_ratio_1_to_3_take0.03_18mo_holdout_check,honest_backtest_18mo_window,502,n/a,3.0,n/a,,,,-1.00,10000,21.5,,,,,,,no,yes,yes,"CLOSED: independent 18mo window reverses direction -- 1:3 (-1.00) WORSE than current 1:2 (-0.77) on this window, both brokers agree. False-positive shape (only wins on one window), same as ORB round34. Do not implement. See round86-*.md"
2026-08-22,86,Portfolio,BTC/USD,exness,cfd,5m,rr_ratio_1_to_3_take0.03_18mo_holdout_check,honest_backtest_18mo_window,504,n/a,3.0,n/a,,,,-1.43,10000,21.6,,,,,,,no,yes,yes,"CLOSED: 18mo window 1:3 (-1.43) WORSE than current 1:2 (-1.27). Confirms reversal is not single-broker noise. See round86-*.md"
2026-08-22,87,Portfolio,BTC/USDT,binance,perpetual_future,5m,factorial_A_hold12_stop0.005_take0.010,honest_backtest_5yr_window,5843,n/a,2.0,n/a,,,,-43.30,10000,111.9,,,,,,,no,yes,yes,"Factorial baseline cell A (pre-both-levers). See round87-*.md"
2026-08-22,87,Portfolio,BTC/USDT,binance,perpetual_future,5m,factorial_B_hold36_stop0.005_take0.010,honest_backtest_5yr_window,3859,n/a,2.0,n/a,,,,-28.87,10000,73.9,,,,,,,no,yes,yes,"Factorial cell B (hold lever alone, +33.3% vs A). See round87-*.md"
2026-08-22,87,Portfolio,BTC/USDT,binance,perpetual_future,5m,factorial_C_hold12_stop0.01_take0.02,honest_backtest_5yr_window,2998,n/a,2.0,n/a,,,,-21.44,10000,57.4,,,,,,,no,yes,yes,"Factorial cell C (stop/take lever alone, +50.5% vs A). See round87-*.md"
2026-08-22,87,Portfolio,BTC/USDT,binance,perpetual_future,5m,factorial_D_hold36_stop0.01_take0.02_current_prod,honest_backtest_5yr_window,2439,n/a,2.0,n/a,,,,-16.52,10000,46.7,,,,,,,no,yes,yes,"Factorial cell D = current production. Actual combined improvement 61.8% vs additive-predicted 83.8% -- sub-additive interaction, still best of 4 cells. See round87-*.md"
2026-08-22,87,Portfolio,BTC/USD,exness,cfd,5m,factorial_A_hold12_stop0.005_take0.010,honest_backtest_5yr_window,5829,n/a,2.0,n/a,,,,-43.18,10000,111.6,,,,,,,no,yes,yes,"Factorial baseline cell A. See round87-*.md"
2026-08-22,87,Portfolio,BTC/USD,exness,cfd,5m,factorial_B_hold36_stop0.005_take0.010,honest_backtest_5yr_window,3869,n/a,2.0,n/a,,,,-28.29,10000,74.1,,,,,,,no,yes,yes,"Factorial cell B (+34.5% vs A). See round87-*.md"
2026-08-22,87,Portfolio,BTC/USD,exness,cfd,5m,factorial_C_hold12_stop0.01_take0.02,honest_backtest_5yr_window,2935,n/a,2.0,n/a,,,,-21.61,10000,56.2,,,,,,,no,yes,yes,"Factorial cell C (+49.9% vs A). See round87-*.md"
2026-08-22,87,Portfolio,BTC/USD,exness,cfd,5m,factorial_D_hold36_stop0.01_take0.02_current_prod,honest_backtest_5yr_window,2417,n/a,2.0,n/a,,,,-19.00,10000,46.3,,,,,,,no,yes,yes,"Factorial cell D = current production. Combined 56.0% vs additive-predicted 84.4% -- confirms sub-additive pattern cross-broker. See round87-*.md"
2026-08-22,88,Alpha,BTC/USDT,binance,perpetual_future,5m,donchian_breakout_200,honest_holdout_backtest,294,n/a,n/a,0.82,,,,,,,,,,,,no,n/a,n/a,"Best BTC period tested, cross-broker consistent, still PF<1. See round88-*.md"
2026-08-22,88,Alpha,BTC/USD,exness,cfd,5m,donchian_breakout_200,honest_holdout_backtest,294,n/a,n/a,0.81,,,,,,,,,,,,no,n/a,n/a,"Matches binance closely (0.82 vs 0.81), confirms plateau not edge. See round88-*.md"
2026-08-22,88,Alpha,XAU/USDT,binance,perpetual_future,5m,donchian_breakout_200,honest_holdout_backtest,36,n/a,n/a,0.76,,,,,,,,,,,,no,n/a,n/a,"Train/val PF>1 (1.26/1.11) but holdout drops to 0.76 -- overfit pattern, thin sample. See round88-*.md"
2026-08-22,88,Alpha,XAU/USD,exness,cfd,5m,donchian_breakout_200,honest_holdout_backtest,181,n/a,n/a,1.09,,,,,,,,,,,,no,n/a,n/a,"Only holdout >1 (weak train/val) -- opposite pattern from binance XAU, cross-broker inconsistency = noise not edge. CLOSED. See round88-*.md"
2026-08-22,89,Portfolio,BTC/USDT,binance,perpetual_future,5m,risk_fraction_0.02_stop0.005_take0.010,honest_backtest_5yr_window,1510,n/a,n/a,n/a,,,,-9999.75,10000,36.5,,,,,,,no,yes,yes,"99.99% of starting equity lost. Stop/take widen lever gives only 0.05% improvement (vs 42.8% for fixed_notional). See round89-*.md"
2026-08-22,89,Portfolio,BTC/USDT,binance,perpetual_future,5m,risk_fraction_0.02_stop0.01_take0.02_current,honest_backtest_5yr_window,2439,n/a,n/a,n/a,,,,-9994.33,10000,46.7,,,,,,,no,yes,yes,"99.94% of starting equity lost -- root cause: notional=equity*risk_fraction/stop=2x equity effective leverage. See round89-*.md"
2026-08-22,89,Portfolio,BTC/USD,exness,cfd,5m,risk_fraction_0.02_stop0.005_take0.010,honest_backtest_5yr_window,3870,n/a,n/a,n/a,,,,-9968.56,10000,74.1,,,,,,,no,yes,yes,"98.22% equity lost. See round89-*.md"
2026-08-22,89,Portfolio,BTC/USD,exness,cfd,5m,risk_fraction_0.02_stop0.01_take0.02_current,honest_backtest_5yr_window,2417,n/a,n/a,n/a,,,,-9822.08,10000,46.3,,,,,,,no,yes,yes,"98.22% equity lost, stop widen lever only 1.5% improvement. See round89-*.md"
2026-08-22,89,Portfolio,XAU/USDT,binance,perpetual_future,5m,risk_fraction_0.02_stop0.01_take0.02_current,honest_backtest_5yr_window,8,n/a,n/a,n/a,,,,89.07,10000,1.5,,,,,,,yes,no,no,"Positive but n=8 trades, same thin-sample outlier as all prior XAU/binance results. See round89-*.md"
2026-08-22,89,Portfolio,XAU/USD,exness,cfd,5m,risk_fraction_0.02_stop0.01_take0.02_current,honest_backtest_5yr_window,448,n/a,n/a,n/a,,,,-5991.96,10000,86.0,,,,,,,no,yes,yes,"59.9% equity lost, same effective-leverage root cause. See round89-*.md"
2026-08-22,90,Portfolio,BTC/USDT,binance,perpetual_future,5m,risk_fraction_0.001_leverage0.1x,honest_backtest_5yr_window,2439,n/a,n/a,n/a,,,,-2808.76,10000,46.7,,,,,,,no,yes,yes,"Exact match to equity_fraction=0.10 to the cent -- confirms risk_fraction/stop=fraction equivalence. See round90-*.md"
